Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;Sw;PasCrs;TI;CK;CkIn;CkOut;CkStr;PasCmp;PasOff;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Blocks;BlkSh;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;ToAtt;ToSuc;ToSuc%;ToTkl;ToTkl%;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;Rec;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%;Cluster;Overall
2425;Jan Thielmann;GER;FW;KÃ¶ln;Bundesliga;20;2002;12;5;520;5.80;1;1.55;0.69;44.40;0.11;0.25;20.50;0.00;0.00;0.00;15.20;24.00;63.30;254.30;55.50;7.76;10.50;73.80;5.69;7.24;78.60;1.21;2.76;43.80;0.17;0.52;1.03;0.52;0.17;1.03;24.00;22.10;1.55;0.00;0.00;0.52;2.59;1.55;0.00;0.00;0.00;0.00;15.20;0.34;1.38;1.72;1.21;0.00;0.17;0.00;0.34;0.00;0.52;0.17;0.00;0.17;0.00;0.17;0.00;1.38;1.21;0.52;0.69;0.17;0.34;1.03;33.30;0.69;1.21;0.34;0.86;0.52;1.90;0.86;0.00;36.90;1.03;5.17;13.60;18.60;2.41;36.90;3.97;1.90;47.80;1.90;47.80;19.70;99.30;36.60;1.90;0.86;0.69;3.10;0.86;22.80;5.17;0.34;0.00;0.00;1.03;1.90;0.69;2.59;1.21;0.17;0.00;0.00;3.79;1.03;2.07;33.30;1;22.40
2426;Sada Thioub;SEN;FWMF;Angers;Ligue 1;27;1995;18;5;553;6.10;0;1.15;0.00;0.00;0.00;0.00;14.10;0.00;0.00;0.00;36.20;45.70;79.20;554.10;194.80;19.30;22.30;86.80;13.30;16.60;80.20;1.80;3.28;55.00;0.16;1.48;4.92;1.64;0.66;6.23;45.70;41.60;3.77;0.33;0.16;0.33;2.62;3.28;0.16;0.00;0.16;0.00;36.20;0.33;0.66;3.28;2.79;0.00;0.33;0.16;0.00;0.00;0.16;0.16;0.00;0.00;0.00;0.00;0.00;2.13;0.98;1.15;0.66;0.33;0.66;1.31;50.00;0.66;1.15;0.00;1.15;0.33;2.46;0.49;0.00;57.40;1.48;8.36;30.20;19.70;2.13;57.40;3.44;0.98;28.60;2.13;61.90;43.30;261.00;103.90;2.13;1.48;0.49;1.80;2.30;41.80;9.02;0.33;0.00;0.00;1.48;0.49;0.00;2.62;0.98;0.00;0.00;0.00;5.41;0.49;1.48;25.00;1;32.99
2427;Luke Thomas;ENG;DF;Leicester City;Premier League;21;2001;10;8;691;7.70;0;0.26;0.00;0.00;0.00;0.00;11.50;0.00;0.00;0.00;47.10;59.20;79.60;733.80;311.00;26.10;29.50;88.50;18.20;22.10;82.40;2.60;4.68;55.60;0.00;0.39;3.38;0.39;0.13;4.55;59.20;46.00;13.00;1.82;0.39;0.13;0.78;11.20;0.00;0.00;0.00;0.00;47.10;0.26;2.34;1.69;1.17;0.26;0.00;0.13;0.00;0.13;0.26;0.13;0.00;0.00;0.13;0.00;0.00;1.56;1.43;0.78;0.65;0.13;1.17;2.47;47.40;1.30;1.56;0.26;1.30;2.73;4.29;2.73;0.00;70.40;3.12;28.10;33.80;9.09;0.39;70.40;1.04;0.52;50.00;0.39;37.50;30.00;121.40;52.60;0.65;0.52;0.13;0.65;0.65;36.60;0.91;0.13;0.00;0.00;0.78;0.91;0.00;0.78;1.43;0.00;0.00;0.13;5.84;1.04;1.04;50.00;4;28.88
2428;Adrien Thomasson;FRA;MF;Strasbourg;Ligue 1;29;1993;15;10;937;10.40;0;1.63;0.48;29.40;0.00;0.00;12.10;0.00;0.00;0.00;41.30;50.40;81.90;645.90;152.50;20.60;24.10;85.30;15.50;18.40;84.30;2.79;3.94;70.70;0.19;1.63;2.40;1.25;0.19;3.94;50.40;48.30;2.02;1.06;0.19;0.29;0.77;0.29;0.10;0.00;0.00;0.00;41.30;0.10;1.25;3.65;3.08;0.10;0.19;0.19;0.00;0.10;0.29;0.19;0.00;0.00;0.10;0.00;0.00;1.92;0.87;0.87;0.58;0.48;0.96;2.88;33.30;1.92;1.73;0.00;1.73;0.29;2.21;0.19;0.00;61.60;0.87;8.56;29.30;23.90;4.81;61.60;1.54;0.77;50.00;0.58;37.50;46.30;226.60;89.40;1.44;1.63;0.29;2.02;1.73;43.60;7.02;0.19;0.00;0.00;1.54;1.92;0.38;0.77;0.87;0.00;0.00;0.00;7.69;0.67;0.58;53.80;1;35.39
2429;Adrien Thomasson;FRA;MFFW;Lens;Ligue 1;29;1993;4;1;129;1.40;1;3.57;1.43;40.00;0.20;0.50;14.00;0.00;0.00;0.00;37.10;53.60;69.30;620.70;159.30;19.30;24.30;79.40;12.90;17.90;72.00;4.29;6.43;66.70;0.00;1.43;7.14;1.43;0.00;7.86;53.60;51.40;1.43;0.71;0.00;1.43;2.86;0.00;0.71;0.71;0.00;0.00;37.10;0.71;3.57;2.86;1.43;0.71;0.00;0.71;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.71;0.71;0.71;0.00;0.00;0.71;0.71;100.00;0.00;3.57;0.00;3.57;0.00;0.71;0.71;0.00;65.70;1.43;5.00;30.00;30.70;4.29;65.70;1.43;1.43;100.00;0.00;0.00;55.00;258.60;60.70;1.43;0.71;0.00;3.57;2.14;51.40;12.90;0.00;0.00;0.00;1.43;2.14;0.00;2.86;0.71;0.00;0.00;0.00;7.14;1.43;2.14;40.00;1;35.39
2430;Morten Thorsby;NOR;MF;Union Berlin;Bundesliga;26;1996;13;4;450;5.00;1;1.60;0.60;37.50;0.13;0.33;14.80;0.00;0.00;0.00;13.20;19.80;66.70;181.80;64.40;8.60;11.60;74.10;3.80;5.80;65.50;0.40;1.00;40.00;0.20;0.40;1.80;0.00;0.00;1.60;19.80;18.60;1.00;0.00;0.00;0.20;0.00;0.00;0.00;0.00;0.00;0.00;13.20;0.20;0.20;1.20;0.60;0.00;0.00;0.20;0.20;0.20;0.80;0.20;0.00;0.00;0.20;0.20;0.20;2.80;1.60;1.00;1.60;0.20;1.60;2.00;80.00;0.40;1.20;0.40;0.80;0.20;3.00;2.00;0.00;33.20;3.00;9.40;14.20;9.60;2.60;33.20;0.40;0.00;0.00;0.40;100.00;11.20;36.40;10.80;0.00;0.20;0.00;1.80;2.00;13.40;2.20;0.20;0.00;0.00;1.60;0.60;0.00;0.00;1.60;0.00;0.00;0.00;3.40;2.40;2.80;46.20;8;27.43
2431;Kristian Thorstvedt;NOR;MF;Sassuolo;Serie A;23;1999;19;11;879;9.80;1;1.43;0.61;42.90;0.07;0.17;17.00;0.00;0.00;0.00;27.20;35.70;76.30;397.20;124.50;15.50;18.90;82.20;8.98;11.20;80.00;1.33;2.35;56.50;0.10;0.71;3.57;0.51;0.10;4.08;35.70;34.70;1.02;0.51;0.00;0.10;0.71;0.51;0.00;0.00;0.00;0.00;27.20;0.00;1.22;1.94;1.33;0.00;0.10;0.31;0.10;0.10;0.10;0.10;0.00;0.00;0.00;0.00;0.00;1.22;0.61;0.41;0.61;0.20;0.41;0.92;44.40;0.51;1.12;0.10;1.02;1.02;2.24;1.22;0.00;45.60;1.63;6.84;26.50;13.00;2.45;45.60;0.51;0.20;40.00;0.00;0.00;24.40;125.40;66.10;2.55;1.12;0.51;1.43;0.82;33.30;4.39;0.41;0.00;0.00;1.53;1.94;0.00;0.71;0.61;0.00;0.00;0.00;4.08;2.35;1.53;60.50;1;28.41
2432;Marcus Thuram;FRA;FW;M'Gladbach;Bundesliga;25;1997;18;18;1612;17.90;10;3.41;1.73;50.80;0.16;0.32;13.00;0.00;0.00;0.00;12.90;17.70;73.10;168.50;31.10;7.71;9.66;79.80;3.74;4.92;76.10;0.28;0.56;50.00;0.17;0.84;0.45;0.67;0.00;1.84;17.70;16.10;1.51;0.00;0.06;0.00;0.28;0.00;0.00;0.00;0.00;0.00;12.90;0.06;0.73;2.46;1.34;0.00;0.50;0.34;0.11;0.17;0.45;0.17;0.00;0.11;0.11;0.06;0.00;0.67;0.28;0.11;0.28;0.28;0.34;0.45;75.00;0.11;0.50;0.11;0.39;0.28;0.95;0.67;0.00;30.60;1.23;2.57;13.40;15.10;5.92;30.60;3.07;1.34;43.60;1.06;34.50;19.30;122.10;67.20;2.74;1.40;1.62;3.35;1.56;22.80;5.59;0.11;0.00;0.00;1.34;1.51;0.78;0.28;0.28;0.00;0.00;0.00;2.57;1.28;2.12;37.70;6;54.95
2433;KhÃ©phren Thuram-Ulie;FRA;MF;Nice;Ligue 1;21;2001;23;18;1588;17.60;1;1.08;0.28;26.30;0.05;0.20;18.90;0.00;0.00;0.00;42.50;49.80;85.40;685.10;161.00;21.10;23.50;90.10;16.90;18.90;89.80;3.07;4.66;65.90;0.17;1.08;3.52;0.68;0.06;4.20;49.80;48.90;0.63;0.51;0.11;0.17;0.68;0.11;0.00;0.00;0.00;0.00;42.50;0.28;1.02;2.22;1.59;0.00;0.23;0.28;0.06;0.06;0.34;0.23;0.00;0.06;0.06;0.00;0.00;1.82;0.97;0.74;1.02;0.06;0.68;1.53;44.40;0.85;1.02;0.40;0.63;1.31;3.12;1.25;0.00;59.80;2.22;14.20;35.10;11.40;1.59;59.80;1.93;1.14;58.80;0.57;29.40;46.60;300.50;145.40;2.44;2.50;0.34;0.97;1.02;44.00;1.99;0.11;0.00;0.00;1.14;0.57;0.06;0.68;0.97;0.00;0.00;0.00;4.94;0.57;0.91;38.50;1;33.63
2434;Alexis Tibidi;FRA;FW;Troyes;Ligue 1;19;2003;1;0;63;0.70;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.00;25.70;77.80;305.70;5.71;10.00;12.90;77.80;7.14;8.57;83.30;1.43;2.86;50.00;0.00;0.00;0.00;0.00;0.00;0.00;25.70;22.90;2.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.00;0.00;0.00;2.86;1.43;0.00;0.00;0.00;1.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.10;0.00;1.43;15.70;11.40;0.00;27.10;2.86;1.43;50.00;0.00;0.00;21.40;125.70;44.30;1.43;1.43;0.00;0.00;1.43;25.70;4.29;0.00;0.00;0.00;0.00;1.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.86;1.43;66.70;3;8.22
2435;Youri Tielemans;BEL;MF;Leicester City;Premier League;25;1997;21;19;1647;18.30;3;1.20;0.38;31.80;0.09;0.29;27.60;0.05;0.05;0.11;53.90;65.50;82.30;893.10;302.00;26.00;28.90;89.80;21.10;24.40;86.40;5.03;8.14;61.70;0.05;1.31;6.78;1.42;0.38;7.49;65.50;61.60;3.66;1.75;0.38;0.33;1.80;0.71;0.82;0.33;0.38;0.00;53.90;0.22;1.69;3.28;2.62;0.16;0.05;0.33;0.05;0.05;0.16;0.11;0.00;0.00;0.05;0.00;0.00;2.51;1.48;1.04;1.04;0.44;1.09;2.24;48.80;1.15;1.69;0.33;1.37;1.04;3.55;0.82;0.00;75.70;1.97;17.20;43.40;15.90;0.55;75.60;1.04;0.66;63.20;0.22;21.10;37.50;157.90;84.00;1.37;0.98;0.05;1.48;0.55;52.90;2.51;0.16;0.00;0.00;1.15;0.71;0.00;1.80;1.48;0.00;0.00;0.00;8.03;0.93;0.44;68.00;4;42.43
2436;Kieran Tierney;SCO;DF;Arsenal;Premier League;25;1997;15;4;469;5.20;0;0.96;0.38;40.00;0.00;0.00;25.20;0.00;0.00;0.00;42.90;58.10;73.80;794.60;254.00;17.90;21.00;85.30;20.40;25.40;80.30;4.04;8.46;47.70;0.00;0.58;4.62;1.15;0.19;4.81;58.10;50.20;7.31;0.58;0.19;0.19;2.12;6.73;0.00;0.00;0.00;0.00;42.90;0.58;0.96;1.73;1.54;0.00;0.00;0.19;0.00;0.00;0.38;0.38;0.00;0.00;0.00;0.00;0.00;1.73;0.77;0.96;0.58;0.19;0.77;0.96;80.00;0.19;0.96;0.19;0.77;1.73;3.46;2.69;0.00;68.80;2.69;15.20;31.30;22.50;1.15;68.80;0.38;0.00;0.00;0.19;50.00;37.50;219.00;104.00;2.88;2.12;0.00;0.96;0.00;40.40;4.04;0.00;0.00;0.00;0.77;0.77;0.00;2.12;0.77;0.00;0.00;0.00;5.00;0.38;1.92;16.70;2;20.93
2437;Steffen Tigges;GER;FW;KÃ¶ln;Bundesliga;24;1998;16;12;952;10.60;5;1.70;0.57;33.30;0.28;0.83;12.00;0.00;0.00;0.00;11.10;19.70;56.50;161.10;42.40;6.51;10.30;63.30;3.49;5.57;62.70;0.66;1.23;53.80;0.09;1.13;0.94;0.66;0.09;1.70;19.70;18.00;1.60;0.00;0.00;0.00;0.85;0.28;0.00;0.00;0.00;0.00;11.10;0.09;0.85;2.17;1.89;0.00;0.00;0.19;0.09;0.00;0.28;0.19;0.00;0.00;0.09;0.00;0.00;0.57;0.38;0.09;0.38;0.09;0.38;0.66;57.10;0.28;0.85;0.19;0.66;0.47;1.04;1.04;0.00;29.90;1.32;2.74;13.80;13.50;5.19;29.90;0.94;0.28;30.00;0.66;70.00;13.80;70.40;25.10;0.85;0.19;0.57;1.70;1.51;19.20;4.72;0.00;0.00;0.00;0.47;0.75;0.75;0.85;0.38;0.00;0.00;0.00;1.70;3.87;4.91;44.10;6;31.69
2438;Jean-Clair Todibo;FRA;DF;Nice;Ligue 1;23;1999;21;21;1759;19.50;0;0.21;0.05;25.00;0.00;0.00;17.00;0.00;0.00;0.00;58.20;66.30;87.80;1118.80;433.50;19.80;20.70;96.00;32.30;34.30;94.20;5.23;9.44;55.40;0.00;0.21;3.54;0.15;0.00;4.21;66.30;64.10;2.00;1.85;0.00;0.41;0.15;0.05;0.00;0.00;0.00;0.00;58.20;0.21;0.67;0.72;0.62;0.00;0.05;0.05;0.00;0.00;0.05;0.05;0.00;0.00;0.00;0.00;0.00;2.26;1.44;1.69;0.41;0.15;1.23;1.74;70.60;0.51;1.23;0.67;0.56;0.87;3.13;4.05;0.05;76.80;10.10;40.50;35.70;1.59;0.31;76.80;0.87;0.62;70.60;0.21;23.50;59.40;323.00;164.70;0.72;0.36;0.00;0.77;0.36;53.30;0.31;0.21;0.10;0.05;0.67;0.56;0.05;0.15;1.44;0.00;0.05;0.00;7.74;1.08;0.92;53.80;1;32.27
2439;Harry Toffolo;ENG;DF;Nott'ham Forest;Premier League;27;1995;10;6;613;6.80;0;0.44;0.00;0.00;0.00;0.00;18.10;0.00;0.00;0.00;26.30;39.60;66.50;414.40;189.90;14.90;17.40;85.60;10.10;15.00;67.60;1.03;4.71;21.90;0.00;0.59;1.47;1.03;0.59;3.09;39.60;32.20;7.35;0.29;0.00;0.00;3.24;6.76;0.29;0.29;0.00;0.00;26.30;0.00;1.47;2.50;1.76;0.44;0.15;0.00;0.00;0.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.47;0.88;0.88;0.29;0.29;0.59;1.03;57.10;0.44;1.18;0.44;0.74;0.88;2.35;3.24;0.00;50.00;4.56;15.90;17.20;17.60;1.18;50.00;1.18;0.44;37.50;0.59;50.00;20.70;81.30;37.10;1.03;0.59;0.44;1.32;0.74;25.00;4.71;0.00;0.00;0.00;0.44;0.59;0.00;3.24;0.88;0.00;0.15;0.00;5.44;1.62;1.18;57.90;2;23.10
2440;Umut Tohumcu;GER;MF;Hoffenheim;Bundesliga;18;2004;2;0;72;0.80;0;2.50;0.00;0.00;0.00;0.00;28.70;0.00;0.00;0.00;36.30;41.30;87.90;652.50;218.80;12.50;13.80;90.90;18.80;18.80;100.00;3.75;5.00;75.00;0.00;1.25;7.50;0.00;0.00;3.75;41.30;40.00;1.25;0.00;0.00;0.00;0.00;1.25;0.00;0.00;0.00;0.00;36.30;0.00;0.00;2.50;2.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.50;1.25;1.25;1.25;0.00;0.00;1.25;0.00;1.25;2.50;0.00;2.50;0.00;2.50;0.00;0.00;57.50;0.00;3.75;43.80;10.00;0.00;57.50;2.50;0.00;0.00;2.50;100.00;31.30;186.30;83.80;1.25;1.25;0.00;2.50;0.00;32.50;1.25;0.00;0.00;0.00;2.50;2.50;0.00;0.00;1.25;0.00;0.00;0.00;3.75;1.25;0.00;100.00;1;29.24
2441;Karl Toko Ekambi;CMR;FWMF;Rennes;Ligue 1;30;1992;2;2;143;1.60;0;1.25;0.63;50.00;0.00;0.00;18.00;0.00;0.00;0.00;13.80;21.90;62.90;221.90;56.30;5.63;9.38;60.00;6.88;10.00;68.80;0.63;0.63;100.00;0.00;0.63;3.13;0.00;0.00;2.50;21.90;21.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.80;0.00;0.00;1.25;0.63;0.00;0.00;0.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.88;1.88;0.00;0.00;26.30;0.00;3.13;13.10;11.30;1.88;26.30;2.50;1.25;50.00;1.25;50.00;22.50;186.30;81.90;3.13;1.88;0.63;0.63;0.63;18.10;5.63;0.00;0.00;0.00;0.63;0.63;0.00;0.00;0.00;0.00;0.00;0.00;5.00;1.25;2.50;33.30;2;51.07
2442;Karl Toko Ekambi;CMR;FWMF;Lyon;Ligue 1;30;1992;19;15;1353;15.00;4;2.73;1.27;46.30;0.10;0.21;14.70;0.00;0.00;0.00;32.90;41.10;79.90;531.90;88.70;17.30;20.90;83.10;12.10;14.20;85.00;2.40;3.20;75.00;0.13;1.73;1.93;1.00;0.13;2.40;41.10;39.90;1.07;0.13;0.33;0.13;1.67;0.87;0.07;0.00;0.07;0.00;32.90;0.13;1.33;3.13;2.60;0.00;0.27;0.20;0.07;0.00;0.13;0.13;0.00;0.00;0.00;0.00;0.00;0.60;0.60;0.13;0.27;0.20;0.27;1.00;26.70;0.73;0.80;0.13;0.67;0.60;1.20;0.40;0.00;51.90;0.73;4.60;20.50;27.40;5.67;51.90;3.53;1.73;49.10;1.40;39.60;43.10;266.70;102.70;3.87;2.33;1.60;2.53;1.60;41.70;12.50;0.07;0.00;0.00;0.53;0.60;0.13;1.67;0.60;0.00;0.00;0.00;4.40;1.07;2.13;33.30;2;51.07
2443;Corentin Tolisso;FRA;MF;Lyon;Ligue 1;28;1994;16;12;927;10.30;0;0.97;0.29;30.00;0.00;0.00;23.20;0.00;0.00;0.00;76.00;85.50;88.90;1398.70;414.90;31.00;33.90;91.40;31.90;35.00;91.10;10.20;12.20;83.30;0.00;1.55;10.80;1.75;0.39;10.80;85.50;82.80;2.72;2.14;0.49;1.17;1.36;0.29;0.10;0.00;0.00;0.00;76.00;0.00;0.78;3.88;3.40;0.29;0.00;0.00;0.19;0.00;0.39;0.39;0.00;0.00;0.00;0.00;0.00;1.65;1.26;0.58;0.78;0.29;0.97;2.62;37.00;1.65;0.87;0.10;0.78;1.17;2.82;0.68;0.00;94.40;1.75;14.80;59.80;20.40;0.78;94.40;1.26;0.49;38.50;0.58;46.20;78.30;393.80;148.20;1.65;2.14;0.00;1.17;0.58;74.70;3.01;0.10;0.00;0.00;1.26;1.65;0.00;1.36;1.26;0.00;0.00;0.00;7.96;1.46;1.07;57.70;4;39.54
2444;Jeremy Toljan;GER;DF;Sassuolo;Serie A;28;1994;19;18;1679;18.70;0;0.21;0.00;0.00;0.00;0.00;19.70;0.00;0.00;0.00;45.10;53.60;84.10;745.00;272.00;22.50;25.00;90.00;17.90;20.30;88.10;3.80;5.67;67.00;0.05;1.02;4.01;0.96;0.27;5.03;53.60;43.20;10.50;1.07;0.11;0.32;0.70;9.41;0.00;0.00;0.00;0.00;45.10;0.00;1.18;1.82;1.76;0.05;0.00;0.00;0.00;0.00;0.11;0.11;0.00;0.00;0.00;0.00;0.00;1.28;0.91;0.70;0.53;0.05;0.64;0.86;75.00;0.21;1.02;0.37;0.64;0.70;1.98;1.66;0.05;60.40;2.25;21.50;28.90;10.40;0.86;60.40;0.53;0.21;40.00;0.32;60.00;31.30;158.50;89.80;1.66;1.12;0.11;0.91;0.32;36.30;3.48;0.11;0.00;0.00;0.27;0.43;0.00;0.70;0.91;0.00;0.05;0.00;4.81;0.21;0.43;33.30;2;19.49
2445;Rafael TolÃ³i;ITA;DF;Atalanta;Serie A;32;1990;17;17;1448;16.10;1;0.81;0.25;30.80;0.08;0.25;11.90;0.00;0.00;0.00;39.10;50.40;77.70;737.50;274.20;16.40;18.40;89.20;17.70;20.90;84.60;4.66;9.38;49.70;0.06;0.87;4.10;0.43;0.12;4.29;50.40;48.40;1.80;0.68;0.12;0.43;0.75;1.06;0.00;0.00;0.00;0.00;39.10;0.19;0.75;1.68;1.43;0.00;0.06;0.12;0.00;0.06;0.37;0.31;0.00;0.00;0.06;0.00;0.00;1.93;1.30;1.18;0.75;0.00;1.12;1.86;60.00;0.75;1.37;0.68;0.68;2.36;4.29;2.86;0.00;61.70;5.40;26.80;27.10;8.32;1.30;61.70;0.37;0.06;16.70;0.31;83.30;32.00;133.80;64.30;0.75;1.43;0.00;0.62;0.12;37.40;1.37;0.19;0.00;0.00;0.68;0.62;0.06;0.75;1.30;0.00;0.00;0.00;7.58;1.24;0.93;57.10;4;30.16
2446;RaÃºl de TomÃ¡s;ESP;FW;Rayo Vallecano;La Liga;28;1994;2;0;34;0.40;0;10.00;0.00;0.00;0.00;0.00;23.70;0.00;0.00;0.00;7.50;12.50;60.00;87.50;40.00;2.50;5.00;50.00;2.50;5.00;50.00;0.00;0.00;0.00;0.00;2.50;0.00;2.50;0.00;2.50;12.50;12.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.00;0.00;2.50;2.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.50;0.00;0.00;0.00;2.50;2.50;2.50;100.00;0.00;0.00;0.00;0.00;0.00;2.50;0.00;0.00;30.00;0.00;0.00;5.00;25.00;2.50;30.00;0.00;0.00;0.00;0.00;0.00;22.50;55.00;35.00;0.00;0.00;0.00;2.50;2.50;25.00;7.50;0.00;0.00;0.00;5.00;2.50;7.50;0.00;0.00;0.00;0.00;0.00;0.00;2.50;7.50;25.00;0;27.18
2447;Tiago TomÃ¡s;POR;FWMF;Stuttgart;Bundesliga;20;2002;15;11;832;9.20;2;2.07;0.87;42.10;0.11;0.25;19.60;0.00;0.00;0.00;13.00;21.50;60.60;196.20;54.60;7.72;10.20;75.50;3.70;5.98;61.80;1.09;2.50;43.50;0.22;1.30;0.54;0.98;0.33;1.41;21.50;20.00;1.41;0.11;0.43;0.33;1.63;0.11;0.43;0.00;0.33;0.00;13.00;0.11;1.52;2.17;1.20;0.22;0.11;0.22;0.43;0.00;0.33;0.22;0.00;0.11;0.00;0.00;0.00;0.76;0.43;0.22;0.33;0.22;0.54;0.76;71.40;0.22;0.87;0.22;0.65;0.00;0.76;0.22;0.00;34.20;0.54;3.80;14.60;16.10;3.48;34.20;3.26;0.76;23.30;2.07;63.30;18.90;103.00;50.00;1.85;0.98;0.98;3.15;1.20;24.30;5.33;0.11;0.00;0.00;0.87;2.28;0.22;1.63;0.43;0.00;0.00;0.00;3.04;0.33;1.20;21.40;9;42.29
2448;Takehiro Tomiyasu;JPN;DF;Arsenal;Premier League;24;1998;16;4;512;5.70;0;0.18;0.00;0.00;0.00;0.00;11.50;0.00;0.00;0.00;50.20;60.20;83.40;874.00;293.00;20.50;23.30;88.00;23.90;27.70;86.10;4.39;6.67;65.80;0.18;0.70;5.79;1.05;0.35;7.37;60.20;51.20;8.77;0.70;0.18;0.35;1.23;8.07;0.00;0.00;0.00;0.00;50.20;0.18;1.05;1.58;1.23;0.35;0.00;0.00;0.00;0.00;0.35;0.35;0.00;0.00;0.00;0.00;0.00;3.51;2.46;1.40;1.40;0.70;1.93;2.46;78.60;0.53;0.88;0.00;0.88;2.28;5.79;2.46;0.00;72.30;4.04;17.90;40.00;15.10;1.23;72.30;0.53;0.18;33.30;0.35;66.70;37.00;178.60;81.60;1.23;1.05;0.00;0.88;0.53;41.60;2.28;0.18;0.00;0.00;1.05;0.53;0.00;1.23;2.46;0.00;0.00;0.00;6.14;1.23;2.81;30.40;4;37.88
2449;James Tomkins;ENG;DF;Crystal Palace;Premier League;33;1989;4;2;247;2.70;1;0.74;0.37;50.00;0.50;1.00;14.20;0.00;0.00;0.00;41.10;50.40;81.60;777.80;267.00;15.20;17.80;85.40;22.60;24.80;91.00;3.33;7.41;45.00;0.00;0.00;0.37;0.00;0.00;0.37;50.40;48.90;1.48;1.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;41.10;0.00;0.74;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.11;0.74;0.74;0.37;0.00;0.37;0.74;50.00;0.37;0.74;0.37;0.37;1.11;2.22;4.07;0.00;59.30;8.15;41.10;16.70;1.48;0.37;59.30;0.37;0.37;100.00;0.00;0.00;32.20;120.70;70.00;0.37;0.37;0.00;0.74;0.37;38.10;0.37;0.74;0.37;0.37;0.74;0.37;0.37;0.00;0.74;0.00;0.00;0.00;6.67;1.48;2.22;40.00;7;23.00
2450;Fikayo Tomori;ENG;DF;Milan;Serie A;25;1997;19;18;1577;17.50;1;0.34;0.17;50.00;0.17;0.33;15.50;0.00;0.00;0.00;52.00;59.30;87.70;1083.30;333.40;16.40;17.70;92.90;26.70;28.80;92.70;8.57;11.30;75.80;0.00;0.17;2.80;0.17;0.00;3.66;59.30;53.80;5.20;1.77;0.00;0.69;0.17;0.57;0.00;0.00;0.00;0.00;52.00;0.29;0.69;0.80;0.63;0.06;0.00;0.00;0.06;0.06;0.06;0.06;0.00;0.00;0.00;0.00;0.00;2.57;1.26;1.66;0.91;0.00;0.51;0.74;69.20;0.23;1.31;0.69;0.63;0.97;3.54;2.57;0.00;68.70;8.29;34.30;32.70;2.11;0.46;68.70;0.23;0.06;25.00;0.06;25.00;37.40;205.70;117.30;0.97;0.34;0.00;0.40;0.11;42.00;0.40;0.11;0.00;0.00;0.86;0.97;0.00;0.17;1.26;0.00;0.00;0.00;6.00;2.06;1.20;63.20;3;28.92
